vin|streetName|vehicleMake|reportedDate
2NXTG31MGVH939596|KAUIKI ST|mitsubishi|6/30/2017
3AXTI62CZDQ517225|NAMAHOE ST|plymouth|5/23/2015
4JVIR27YAOR773603|HOIKE PL|jaguar|1/1/2015
4BWJI25WERF687935|HOIKE PL|honda|1/7/2013
5HYHF17QOPJ827193|HOIKE PL|mercedes-benz|9/2/2014
3ULLE2BEAO983343|KAWELOKA ST|chevrolet|6/8/2016
2BXDX33NRJL925802|LULANI ST|toyota|2/24/2017
2GQFV81QBST398588|LULANI ST|toyota|11/20/2011
3YGHF20TJDY6007|HANA ST|volkswagen|2/7/2011
2YFCC39XDSF593047|HANA ST|volvo|11/16/2016
3EZCS33VESQ391402|LAIPU ST|plymouth|4/1/2014
4BAON1TWQQ505037|HUI IWA ST|nissan|4/16/2011
5JBYF78LHEW153895|PUAALII ST|isuzu|7/30/2015
4JMRK53XZGT499816|NAMAHOE ST|saab|3/24/2017
4ARSM1BUMA253568|NAMAHOE ST|nissan|4/19/2011
3NYUT76MNOE720089|MONTE ST|alfa-romero|4/1/2012
1SILF72TWXE509882|HOAWA ST|volkswagen|2/20/2014
5CTWZ78GUYR708889|HOAWA ST|honda|7/2/2014
3NNNN22AKEV653403|KAIOLI ST|volkswagen|6/15/2015
4QSLQ72PKUX530550|KALUAMOI DR|isuzu|11/2/2011
2UAIW6NAXJ752718|KALUAMOI DR|mazda|5/18/2012
4DNLB43DOJA136312|MALAHUNA LP|peugot|4/8/2014
4MSBZ64QPFF906938|PAPU CIR|porsche|6/7/2014
2GXIG35CGRO844460|PALANI AVE|porsche|7/5/2011
1UQYB94HWQD753246|PALANI AVE|mitsubishi|2/27/2014
3XUES52TRXV510662|PROSPECT ST|alfa-romero|7/11/2011
3JTWE7DIVZ66022|SIERRA DR|volvo|9/21/2013
1SKYW3JMGZ276960|LUPUA PL|mazda|12/9/2015
1TYLF72VXAC558404|AHUA ST|jaguar|6/16/2016
2PCDF31WUVI770695|ISENBERG ST|chevrolet|10/15/2012
4WZKJ19TAYH106668|POHAKUPUNA RD|renault|12/23/2015
3JZUH77TZWX133277|POHAKUPUNA RD|chevrolet|7/6/2015
2BXPG80PYDS405164|PAANI ST (MAKIKI)|alfa-romero|2/20/2014
5WSTN93LVEQ203422|MOOKUA ST|honda|12/24/2016
1XBJY17JZYP860167|MAHIOLE ST|renault|8/4/2014
5VLQM16CHDA822301|ALA LEHUA|isuzu|1/18/2013
3VKKI3JWGN227573|ALA LEHUA|volkswagen|6/12/2016
1AQRT33SKQC366865|WAILEHUA RD|porsche|2/15/2011
5BGIU90NNEF599434|ALA LEHUA|peugot|2/7/2014
1DOLA36WSAV841298|AUPUNI ST|jaguar|6/4/2015
1EWDE7LWTS523412|OLEPE LP|mitsubishi|10/4/2011
4XFSS62SQVF406750|KUMOO LP|honda|5/18/2012
4NAHL63AHPG112735|HUI ALAIAHA PL|peugot|4/4/2014
3PQOB97THJK490932|POLINA PL|nissan|9/13/2014
5VXYN39POKF75106|POLINA PL|renault|1/25/2015
2XOUB74XDQA868918|KOPKE ST|toyota|2/5/2011
3JEJB61XVOB126137|MOKAPU BLVD|bmw|6/3/2014
4OMWM90CISL120494|HAKUPAPA ST|honda|11/16/2015
1JCOU47XYMV191475|OKUPE ST|honda|11/3/2011
2KQTV35COLW592768|PAWAINA ST|mercedes-benz|9/4/2016
3TSQW78KIAA925475|APUAKEA ST|mazda|6/16/2016
4BBUP38XPMI832035|ANAPUNI ST|subaru|7/10/2015
1KZMY31BFEC712982|LUANA PL|plymouth|5/10/2013
4VYBG76QVPZ625118|KAIKO ST|chevrolet|2/28/2013
2OHMC22WENK702056|LUANA PL|dodge|5/7/2013
2YGOW33UACP781295|KILAUEA AVE|jaguar|3/24/2014
4JNXP46YFLY312815|ANUU PL|renault|12/17/2011
4OKEN51IHXY427988|LAUKEA ST|renault|6/29/2014
3QKQT39WOKO491107|ULEI LP|honda|11/12/2016
1NVDI97HIWP724037|NAHUA ST|audi|2/22/2014
1HIDO24QEFZ229799|KEAAHALA RD|volkswagen|9/17/2013
1VZFE29QDGR684388|FERN ST|plymouth|3/19/2012
4VBPV92YUMY137526|NENUE ST (WAIMANALO)|peugot|6/7/2013
3JNOM95ZQUY566973|NANIALII ST|saab|4/26/2016
2BTOZ45AMYW350744|KAUKAMANA RD|nissan|11/25/2011
4AGRT83HMFA66119|KAM HWY|jaguar|9/28/2016
4PFBJ9AWCG546345|21ST AVE|mazda|2/25/2015
4AQEW22ZBYF533149|HAYDEN ST|volvo|8/7/2016
2AVUY70WCXB899868|KAPEHU ST|mazda|8/20/2013
5MJDW34GFLE74407|WAILEHUA PL|isuzu|4/1/2016
4YVYG58OGRS834452|WAILEHUA PL|subaru|10/21/2013
3NKZV55LYZO369514|WAILEHUA PL|saab|1/5/2014
3JTTI12LTKC674813|WAILEHUA PL|mercury|5/26/2011
1WDHJ94QJZX102444|ULULANI ST|mercedes-benz|1/12/2011
1WBAF19UOJO350278|ULULANI ST|mazda|1/29/2011
1MFCM92SSCP852275|ULULANI ST|jaguar|1/1/2011
5ABUH64TTXB382291|KEAAHALA RD|isuzu|1/4/2011
3PPYW59UYLZ363526|AOAO ST|renault|9/25/2017
5TSXE74AZGA99209|ALALOA ST|porsche|6/11/2014
2RMNV71KLFK135227|PUNAWAI ST|bmw|1/22/2014
4BJUC42HFXK706209|HAKINA ST|audi|2/9/2015
1BKOG78WSVE115980|EKEKELA PL|subaru|11/8/2015
4AAGO64OLBH934870|WAAKEA PL|mercedes-benz|2/6/2015
3XPTR87SRVF503540|HOAKOA PL|nissan|10/13/2017
5GWIG46YROT408266|HOAPONO PL|jaguar|5/2/2014
5HPPP52AVJC235272|ANAPUNI ST|mercury|6/15/2011
4MJMO45YMAB495000|KEONEKAPU ST|saab|2/25/2013
2UNPW55QUCY764280|KEONEKAPU ST|nissan|12/24/2011
3GMRB41JGOZ325503|KEONEKAPU ST|nissan|8/19/2014
2FGZQ50XPQB576681|KAI KALA ST|isuzu|5/13/2011
1OXZZ24XTXN992662|KEONEKAPU ST|mercury|2/2/2012
5CCPC5AIRF338488|FARRINGTON HWY|mitsubishi|12/15/2012
2HNWK57ZOJJ741667|HANAMAULU ST|volvo|4/6/2012
4NAHW10MIBX499854|KAUIKI ST|honda|12/17/2017
5SBHL38BROC14852|UKANA ST|mercury|9/16/2012
2AGDR53URUO186717|UKANA ST|volvo|7/19/2017
2QODN47MDCG230928|KEANU ST|dodge|12/12/2016
4VVGA13PTDB293661|AKAAKOA ST|volkswagen|12/11/2015
2MQWL64ACKS508099|AKAAKOA ST|audi|10/19/2013
5ZXUK57PUHG576539|AKAAKOA ST|volvo|4/30/2016
2AIKH37WEPN949352|PUAMANO PL|volvo|12/13/2013
2BNGS80OBKY724447|KAHUAWAI ST|mazda|10/29/2015
4RYLK3WEZQ565656|KAHUAWAI ST|mazda|3/29/2013
3LCMF34ETYL638476|ILIWAHI LP|volkswagen|8/4/2013
1JUAB99CFLK114165|KUMUNIU ST|mercedes-benz|11/15/2013
1RMYS45QZZJ566266|KUMUNIU ST|subaru|6/12/2013
2OENK48AVQP925677|KUMUNIU ST|mercedes-benz|2/15/2015
3ABHX20FFHT53623|KUMUNIU ST|nissan|4/29/2013
1XDLZ74GUHU225937|WAUKE ST|mazda|1/30/2013
4SILN58FXTH587797|KAM HWY|volkswagen|5/7/2013
2QCOF71SFLM493526|PACIFIC HTS RD|peugot|3/20/2014
3UEOU31FCJG951671|KE IKI RD|mitsubishi|3/25/2012
2ZBLU91IUOP611078|KE IKI RD|porsche|1/18/2011
1MUMQ73RAWW845632|KE IKI RD|mercury|10/22/2013
1WEXZ29NXFJ744130|GEORGE ST|honda|1/15/2017
3EHRK12VGBN206615|ISENBERG ST|saab|11/12/2015
4LVMT36GIBG266478|KAIKO ST|mercury|2/13/2015
3FQSE49ZTMQ94111|PATY DR|peugot|8/27/2013
4SZNZ26LGHD456375|KE IKI RD|plymouth|12/26/2012
5FNCA80KTIH604743|HAYDEN ST|nissan|6/13/2011
2RQAR43QZMD467679|KE IKI RD|porsche|8/3/2014
1JBOS17NQRG967580|HIAPO ST|isuzu|3/5/2014
5HMZC88NTSC287593|KOMO MAI DR|isuzu|12/19/2012
1NHPN34XAHB959799|KEEAUMOKU ST|mitsubishi|4/9/2013
1NJVZ5TKHL292147|KING ST (NORTH)|saab|3/1/2015
3CLXC52OTML435113|KAM HWY|porsche|11/6/2011
3ZRLO22RMNZ384263|LANIKEHA WAY|plymouth|10/1/2012
1VTCK78CIMM418134|KAM HWY|chevrolet|6/10/2011
4CODF28MSYD918122|HAUULA HMSTD RD|porsche|4/29/2016
3KIZI19WNKS559328|ANALII ST|saab|7/15/2011
2QIFN0NUWO929087|NORTH RD|saab|1/22/2012
4FEPK46VOUY681231|HIND DR (WEST)|isuzu|1/26/2013
5GHUT66XLLA446774|NORTH RD|isuzu|12/8/2014
3WXQJ32VNED14908|NORTH RD|toyota|2/13/2016
4OSPC63GKRD434160|NORTH RD|saab|2/10/2011
4GMOQ5AHUI814825|WILHELMINA RISE|peugot|4/15/2017
5BGPP12FVGU502369|PUULOA RD|porsche|8/11/2013
3NLIC78NCCI241764|ALA LEHUA|dodge|7/4/2012
3CPMI25HPJQ717704|KAPAHULU AVE|renault|11/28/2014
1ZTZX2ASHO672580|KAHUAWAI ST|volvo|11/21/2011
5AZKM5GOUG138401|KAHUAWAI ST|saab|5/1/2014
4KYCM62RFLP722735|KAMOKILA BLVD|alfa-romero|10/31/2017
1IKBI40GUAZ498460|ANAPUNI ST|isuzu|11/24/2016
5MEVW98CERW631286|KAKALA ST|saab|4/14/2012
1RPWM79TMMT717535|OPAEHUNA ST|mercury|2/24/2015
4DZUK42LAGB921748|OPAEHUNA ST|jaguar|11/11/2017
2LYRB51OMEU764825|KING ST (NORTH)|plymouth|11/27/2012
1NCLS85BTTO387902|DOMINIS ST|honda|6/17/2016
5TRVA57QWUX646558|PUPUKAHI ST|audi|12/3/2011
5VABV46AZQF765588|KUHAULUA ST|jaguar|11/6/2014
4KPTY44YYKN197402|MAHA PL|audi|6/6/2013
5LBOR1WTWC61248|JENNIE ST|mercury|4/17/2014
2WGRT87HKFG227244|10TH AVE|honda|12/16/2013
1LMVJ85RXWX964647|10TH AVE|nissan|5/9/2013
3PTNO8XHPU844403|10TH AVE|volvo|9/28/2012
3CLTO18AVAG997502|BACHELOT ST|mazda|10/11/2017
5NVRE12OWCE452049|LOULU ST|plymouth|11/9/2013
2FDOD30LJSZ167129|LOULU ST|saab|12/21/2017
5JISD69QDWN850262|IHOLENA ST|honda|6/7/2016
2TJHJ60EDKF917367|MANONO ST|mazda|1/9/2013
2SJCJ77OYOY866522|ALA AKAU ST|nissan|9/11/2011
4EBZT94SMQL406847|BATES ST|volvo|9/8/2014
5BWHS60HPOJ430723|BATES ST|saab|1/1/2015
5BDVY64XQWW306563|HAWAII KAI DR|jaguar|7/19/2012
1ZWKR63GBJD993691|HAWAII KAI DR|toyota|4/15/2012
4GKEE88QFXJ953513|HILLCREST ST|audi|2/23/2012
1BOOZ57DUHJ964885|KEAOOPUA ST|dodge|4/19/2015
4RJGY16SIII225267|KEAOOPUA ST|mazda|12/7/2012
4BMYN99MUJH652154|HANALOA ST|chevrolet|9/11/2013
1LUJC62JBQO426906|IPU LEPO WAY|saab|10/4/2017
5AWBA77ZTWO602170|TWIN VIEW DR|honda|4/2/2013
1IMDP72ZRCZ538923|SPRECKELS ST|volvo|8/11/2013
1DSIW87UALQ785026|SPRECKELS ST|jaguar|10/1/2016
3IHFG37RQYS621598|KAHUALENA PL|dodge|2/5/2012
4MBBZ49SCRE237722|MCNEILL ST|peugot|2/13/2015
5UWRB82EJZM900804|KAHUALENA ST|mazda|10/4/2014
3WJGM93BZKH315629|KAUMUALII ST|toyota|4/13/2015
4PWMO42KIDL611423|ANAPUNI ST|isuzu|9/6/2011
5SKQI28SOYT878781|ANAPUNI ST|saab|2/16/2016
1BEUL24WJNZ265732|POKI ST|mercedes-benz|4/21/2015
1EJJQ72FAWS783046|DOMINIS ST|bmw|12/11/2016
1UMJD79XLNL767919|UPPER ST|mazda|4/18/2014
1PLOS23LOOA814829|DOMINIS ST|jaguar|7/10/2017
1CPQI20ZQJM80072|KAAHUMANU ST|volkswagen|6/23/2012
3BFGJ66IYAB292799|KILAHA ST|volvo|2/10/2016
2CVFQ56QURC335991|HAU ST|peugot|10/8/2015
5XPBO53CQFB492945|KILAHA ST|dodge|2/12/2017
2TALC78OKTV782348|COLBURN ST|isuzu|8/1/2012
1INGO89RAGD812056|COLBURN ST|mercedes-benz|5/17/2014
1SYJQ92VZNG446649|COLBURN ST|bmw|5/4/2011
1KJZI70SQZX874032|COLBURN ST|mercury|6/6/2014
5VKDP42ZWTP374387|COLBURN ST|nissan|8/23/2013
4TANH6NHDS972698|COLBURN ST|isuzu|1/29/2014
3HPEC51YDGC633822|COLBURN ST|volkswagen|11/19/2012
1GCVP50HRFP448537|MCNEILL ST|dodge|3/13/2011
4ZPVT47GLPA861557|MCNEILL ST|mitsubishi|8/25/2017
3EUBA9ISJI193601|MCNEILL ST|audi|10/30/2013
2WBNL99OSAQ502836|MCNEILL ST|isuzu|5/8/2015
1OKBS18ZJLH246246|MCNEILL ST|toyota|12/31/2017
1YVXY96ZLFG16070|KIPAPA DR|isuzu|1/2/2014
3NQOF47WTVS465654|AUIKI ST|volvo|7/25/2013
2NRKX41SQEY941180|AUIKI ST|dodge|12/23/2017
1XOOL28RZOZ42578|AUIKI ST|mitsubishi|10/6/2013
3MSBX8TSBN250963|AUIKI ST|honda|3/1/2012
1VVYP32VPUP521850|KAINALU DR (SOUTH)|alfa-romero|8/5/2012
5VYHP68DTDG378995|COOLIDGE ST|porsche|10/27/2017
5AURL44WAAV948493|MIKIOLA DR|plymouth|7/19/2015
3QVID37CQKP750813|MIKIOLA DR|isuzu|11/10/2012
3ULOR16FTFE605309|MIKIOLA DR|jaguar|3/27/2016
5TCUX33NGLL807856|21ST AVE|mercury|12/27/2015
5JYKZ38YTTB285312|POLINA PL|mercury|6/30/2013
5ULFV4LZTK19243|HAHAIONE ST|toyota|3/6/2013
2ZMTO67AZKS798078|KAMAHAO ST|subaru|11/5/2012
5GZKE55RUCH301283|KAIHOI ST|toyota|2/17/2012
4RALE50FLGZ539066|AUIKI ST|honda|1/31/2014
4GKOH53XIVJ184288|AUIKI ST|alfa-romero|5/28/2015
4NMTI21IKZL406070|KAM HWY|bmw|3/2/2015
3THZQ14HEZK559243|AUIKI ST|renault|7/10/2013
3UGXM95CAGS838326|AUIKI ST|volvo|6/11/2014
5IMUK72WVXF672925|KAM HWY|mercedes-benz|7/11/2014
3NUPP62AFIG869574|AUIKI ST|mercedes-benz|1/11/2013
2GGWH13WGOZ589396|AUIKI ST|subaru|9/18/2013
4ERXR56DXYR196174|AUIKI ST|peugot|7/24/2016
1KSPA40WNPQ264328|PUHIKANI ST|volvo|5/11/2013
5TPHN93CUPZ943141|MOUA ST|nissan|5/1/2014
2SATN43HDLB367007|KOHOU ST|porsche|8/12/2017
5YLEU35VSRU285937|ISENBERG ST|dodge|7/15/2017
2DFQW37GLSL852116|AUWAI ST|mercedes-benz|11/13/2014
2PSGF84XVIO880228|AWANEI ST|mitsubishi|11/26/2011
5GQDE15YGIO157978|WAILEPO ST|saab|6/22/2015
4LECZ67RIWT397435|AWAAWAANOA PL|peugot|12/6/2011
4VBFS74TTBX318822|MOOKUA ST|alfa-romero|12/8/2017
4JMLM22FZOF625498|ANAPUNI ST|mercedes-benz|9/8/2011
3XHYD74YPMA366230|KUAHAKA ST|plymouth|2/13/2013
1XWPJ35HRJH771376|KUAHAKA ST|toyota|9/26/2012
5TNSY63ZMDI216853|WAILEPO ST|dodge|12/20/2016
3ZJDG36PIOV376610|OLEPE LP|alfa-romero|7/13/2011
5QAHE47AKKV990848|APAPANE ST|mercury|5/10/2016
4WJAS69XRXK785508|APAPANE ST|toyota|11/20/2017
2AUBK82JCSP936280|APAPANE ST|peugot|4/16/2016
3PHKX82RVCD928448|KUKULU ST|porsche|3/23/2011
5ESEH11NUPZ140039|PIIKOI ST|audi|4/5/2015
1QWRB96TLJW548605|KAIEA PL|subaru|5/8/2014
3MGQX8DLVR693049|KAHAKEA ST|volkswagen|5/23/2016
3OJKH37WVOP74753|PUNONO ST|mercury|11/5/2015
4BHWW3JVKE390291|HUNAKAI ST|renault|4/1/2012
4AWQN35ARRT142697|HUI KELU ST|mercury|10/18/2011
1DJQT37LNAA512103|BELL ST|bmw|12/12/2012
2WULL92SPEN954797|KAWAEKU ST|mercedes-benz|10/20/2016
5DDOL51EAOA918523|KAWAEKU ST|mercedes-benz|10/17/2013
4WMDE58SGGZ408265|9TH AVE|volvo|6/25/2013
4OPUX27BFHB888162|HALEKAUWILA ST|renault|4/22/2011
1OHKK3BXYX715969|WINAM AVE|peugot|11/28/2011
4GDJE34EQRH51393|HOOLU PL|mercury|6/23/2014
1YEZF73QJHR684646|KEEAUMOKU ST|porsche|12/23/2011
2AMKB50GRVX571357|FRICKE ST|volkswagen|11/8/2017
2CYNM29HFQS669429|FRICKE ST|toyota|5/31/2012
3OQZX84VMWQ980061|LOULU ST|volvo|5/29/2011
2JAOJ13CGXC153749|VARSITY CIR|volkswagen|11/3/2015
5TSZF65ZEDG106093|ISENBERG ST|mercury|12/25/2012
1MBTB83LZGJ521686|ISENBERG ST|volkswagen|4/15/2011
4RTGL25JNCT571088|KUAKINI ST (SOUTH)|plymouth|9/6/2011
3ZEIH64QEZU783357|PALAMA ST|chevrolet|12/16/2011
1GYZA68BOMY573214|PUPUKUI ST|bmw|10/7/2011
3XUHC37YJHV283633|NEHU PL|volkswagen|1/21/2015
5CXGV2LOJV96474|PULIKO ST|renault|7/25/2013
5PFVX48QLRR620947|ST LOUIS DR|renault|6/28/2012
1OKGD52GRBM524530|ST LOUIS DR|peugot|9/23/2017
3TSOK75OGYO121622|WAILELE ST|subaru|5/25/2017
3TDPH17BWTJ237550|HAUULA HMSTD RD|peugot|2/13/2015
1XWNL73HHHS768851|PAHEMO ST|alfa-romero|11/15/2014
1WLEF23ITLT809801|PALAMA ST|mitsubishi|10/23/2016
4PATG81MDDP531817|ALANA ST|renault|8/22/2013
3BZKH87CIDX19200|PUHIPAKA ST|mitsubishi|2/26/2016
2JAWQ2PPAB751291|HULUHULU ST|honda|4/20/2014
3LZRS76HIPK502599|KAIAU AVE|subaru|10/11/2015
3XNQZ58HONX498401|KAUHALE ST|toyota|5/15/2017
4NFHL6LMZH635697|MALUNA ST|volkswagen|3/4/2011
4YNLZ5HZPJ644426|OAHEAHE PL|jaguar|7/8/2015
4CQHR23NJTC68503|LOULU ST|volkswagen|1/29/2013
4LPDV89YJMC341183|AUWAI ST|audi|10/25/2016
2PNRL3VFDE452496|AUIKI ST|mazda|8/3/2015
5IRMN3PVZE985787|WATER ST|peugot|1/25/2016
3UXGW73PBKV726070|KEALIIAHONUI ST|chevrolet|2/10/2016
3VVNG6DTYG6709|KEALIIAHONUI ST|saab|12/27/2012
3ZDTT51BQIP902364|KARSTEN DR|saab|8/16/2011
4JHCH75BAYM924718|MEYERS ST|alfa-romero|1/10/2017
2ZOQN60CFZS465680|MEYERS ST|mazda|3/19/2015
3IKPV48YERW842209|MEYERS ST|saab|2/23/2012
1TEZB35DLVZ411662|LOKO DR (WAHIAWA)|mazda|11/20/2012
4TOXV12RCGO676524|NALANI ST|isuzu|7/22/2015
3NCKY82EVVJ766062|BROKAW ST|porsche|2/15/2011
1NPUC66KURR125885|DOMINIS ST|nissan|7/9/2011
1WXVD16DQAL148994|LAUPAI ST|volvo|11/26/2015
2AFNX16ZRBO797616|OAHU AVE|renault|1/2/2016
3CFAX13ACCF383602|KAMANI ST|mercedes-benz|7/19/2017
5SPJP98FJJZ226539|KILAHA ST|nissan|4/20/2014
3WZUR55JBLM593312|KEKUANONI ST|audi|8/2/2013
2GKSP93PXUI664510|KEKUANONI ST|subaru|5/2/2012
3JZFX64UGLV899831|KILAHA ST|plymouth|4/13/2013
2EVCV1MMBN452792|KEKUANONI ST|mazda|10/6/2017
5AQDW13VXZB337422|MAHANA ST|porsche|1/27/2012
1PWYQ85WSXY752176|ANUU PL|mercury|7/22/2013
3JWAK37RBBO89232|KANUKU ST|renault|9/7/2012
4IJBX39ZQQS287583|LULUKU RD|toyota|12/4/2016
2SKFO75AYZX736669|EPUKANE ST|audi|9/4/2014
2OISN77GHDQ611666|KEKUILANI LP|dodge|9/2/2015
4KHON54QQEY377427|WAIHONA ST|audi|10/3/2013
4DJSY62OYEV687583|ALALA RD|toyota|3/5/2011
2KULQ26BPLK347042|KAUKONAHUA RD|toyota|3/15/2014
2HUMJ64PCUB241708|KAUKONAHUA RD|plymouth|6/26/2011
5RJPH21HGQO752442|KAUKONAHUA RD|alfa-romero|3/30/2012
2ZRCI28KEWB774625|KAUKONAHUA RD|chevrolet|11/22/2013
1JOGJ5JGUR261579|HANILE ST|audi|10/5/2013
3YIOX62PCLN804283|PAALEA ST|bmw|3/4/2014
2HGME0UGLR576431|KUPAU ST|mazda|9/14/2013
3AOLB89ZKUL901180|KUPAU ST|mazda|8/13/2013
1QZXE47PCZT223463|KAWAO AVE|honda|11/7/2013
2ZWVL72LLBT870091|HANALOA ST|plymouth|10/11/2016
3VBLE50YHGV730395|MAKAKILO DR|mercedes-benz|6/8/2014
5GBUY86DUKH168251|LUNALILO ST|alfa-romero|7/16/2014
3PYXY38JSBC134408|9TH AVE|audi|4/14/2015
1ZUIO85NQOH580146|POAILANI CIR|porsche|8/1/2016
1KTOX76XTGX335103|POAILANI CIR|subaru|7/5/2015
2KAVJ3OYIQ317876|POAILANI CIR|toyota|7/26/2017
3JLDC12VZEA964844|POAILANI CIR|volvo|9/30/2014
3DWHS29JCON450788|POAILANI CIR|isuzu|4/17/2016
3WWQB58LLBJ592782|12TH AVE|volkswagen|9/29/2015
5DGSF82LIIO316677|12TH AVE|mazda|2/25/2011
2SBJW55EAFD919800|12TH AVE|bmw|10/4/2014
1ONGG95FZHI913382|LANIKUHANA AVE|honda|6/23/2012
4OEVW45XSWF58954|MIKALEMI ST|isuzu|10/14/2014
4ZFFP49LOMH546608|HIHIWAI ST|alfa-romero|11/3/2016
2QVJH15IDWM138604|HAYDEN ST|saab|3/27/2013
2BEQX81QSQS62173|HAYDEN ST|chevrolet|4/27/2013
5GSFQ46MHZI106639|COLBURN ST|porsche|9/30/2015
5MFZQ47JBFX379843|PAULA DR|mazda|1/12/2013
4JRLV64PYAV33625|ALALA RD|renault|5/20/2014
5QQSK62DYHZ434613|KAMALO ST|mercury|3/10/2017
5DBWD18JMEQ891668|KAMALO ST|mercedes-benz|4/26/2016
2XWPE61RHOO376573|KAMALO ST|dodge|12/16/2013
5QING64OKSR245066|ORANGE ST|porsche|4/10/2014
4PTXK50UFWX789871|ORANGE ST|mercedes-benz|1/14/2015
4FVSS20LTQO658165|HANA ST|saab|12/12/2015
1ESJC65YVWW311049|KAMAEHU PL|porsche|5/28/2012
4PERC93CKLE680124|MAHANI LP|subaru|4/24/2014
4OYYF36STRO677511|LUAPELE DR|peugot|3/28/2015
3XOYK8CADB421067|MAHANI LP|audi|10/6/2015
2BDJB98KAGR266982|KAMAEHU PL|peugot|9/24/2012
3QPTM49AQXU528213|MAHANI LP|peugot|4/20/2013
2FHDR56YZTA968964|KAMAEHU PL|mercury|12/6/2014
4URJS46TTAX215415|KAMAEHU ST|renault|6/13/2011
4RSXV30LSVL282064|APOEPOE ST|nissan|10/23/2014
5KXTM27UWAA838722|HUELANI DR|alfa-romero|11/27/2015
3DSWB0ZNOZ630103|KAMAEHU ST|mercedes-benz|9/29/2016
3SHXB11OFMR342171|KAMAEHU ST|dodge|6/24/2013
5LFDN39UPHC43295|LUAPELE DR|renault|6/28/2013
5QWEC90REIY218078|LUAPELE DR|peugot|1/19/2016
4DWVT35PXTY430814|PAUOA RD|toyota|2/14/2013
3QSFA76WRIH850651|HART ST|honda|3/6/2013
4PTZZ34ZYHU625095|HART ST|mercury|5/21/2016
2ROOA87FZNB529921|HART ST|honda|12/5/2017
4AGVU46DHUZ815977|PUPUKEA RD|alfa-romero|8/8/2013
4RXXN65QFZP621909|HOOHONUA ST|renault|6/3/2014
4HJYQ40KYHH599462|KAHIKO ST|audi|9/22/2012
2KRWO98LWSF392897|MAKIKI ST|mitsubishi|9/14/2014
1HVEI36KLFI529140|DOLE ST|mazda|5/29/2013
3LVSA51DZJE139948|WOODLAWN TERRACE PL|peugot|8/28/2011
1MTPP39HYDM909038|ISENBERG ST|plymouth|6/10/2011
4HGWP34UPHP923671|LELEPUA ST|isuzu|6/5/2016
4BWZE72DEGA190352|KULAMANU ST|chevrolet|9/2/2011
4GTOF26DYYX437989|KING ST (NORTH)|honda|3/28/2017
3NHVZ38XFUJ332676|ALA LEHUA|mercury|8/31/2014
1GNES1WWYV44519|ALA LEHUA|dodge|6/17/2011
4YOEV21UFTR469570|ALA LEHUA|mercury|6/23/2011
1KUDF76FPUN329505|COLBURN ST|audi|4/8/2011
1BGKP40FSNO358576|MAKIKI ST|subaru|3/31/2011
5KRAG95ZIMH240325|MAKIKI ST|chevrolet|8/21/2011
3AAVB62NXYN167527|HAAHAA ST|mercedes-benz|2/7/2014
2LROF19WNDN297965|HOOKANIKE ST|honda|4/3/2014
1QKUF21GIBM1816|KAHUAHELE ST|bmw|7/7/2017
1YOCW68EAOP173127|KAHAKIKI ST|peugot|7/13/2011
4OVMO43DKZU756657|IHIIHI AVE|mazda|1/5/2014
1PFZD45HLWQ757254|LOULU ST|mercedes-benz|11/9/2015
5KCBB6BZTO573850|WAIPAHU DEPOT ST|mercedes-benz|10/31/2017
5ZGFT12KFTR325433|IHE ST|porsche|1/11/2012
2TLYP23NFDL355196|WOODLAWN DR|chevrolet|12/23/2017
2XMDD83TBFD870498|WOODLAWN DR|volvo|12/9/2011
2QDXL38YDUB390219|SPRECKELS ST|volvo|6/29/2014
2SYOX40JKWH185880|SPRECKELS ST|mazda|11/4/2017
5UBLR67ZMFW3471|SPRECKELS ST|jaguar|4/3/2013
4CAWT84CKYG251248|ALA LILIA|volkswagen|12/26/2014
2HSUF79DRQB838588|ULUNE ST|isuzu|4/5/2012
2XDOW90GORL204620|ULUNE ST|bmw|1/5/2015
2QXKW10RFGG392425|ULUNE ST|peugot|12/8/2017
5GKPI48BDWD513013|WAIHONA ST|porsche|1/12/2014
4WCYJ1IRYP834395|WAIHONA ST|peugot|9/2/2011
5GVVA14IDUQ792444|WAIHONA ST|saab|8/14/2011
4SNXU68ECZT190143|WAIHONA ST|honda|3/22/2014
2HCQU71XZRS636651|KOAHEAHE ST|chevrolet|9/16/2015
1VQXI4PTGT621835|WAIHONA ST|toyota|11/27/2011
5RAHW25WYHI516505|KOAHEAHE ST|mitsubishi|7/31/2014
1OWES58XVLB582668|KAMAHAO ST|alfa-romero|4/28/2015
3ENVP43XLGX696218|HINANO ST|plymouth|4/22/2014
5HTKR52WXDI692471|PROSPECT ST|audi|8/18/2012
1OAUC12CAUX291945|AILOLO PL|volkswagen|9/11/2015
3DVPW31VNUC587972|GORDON ST|plymouth|10/15/2014
5GGSF56ZGEA212996|CATLIN DR|volvo|5/9/2014
1GFNP60BTCJ465477|KUOKOA ST|plymouth|6/6/2015
4CMTG12TQAS675653|LAUPAPA ST|renault|6/24/2016
3LITI23INOM347328|LAUPAPA ST|chevrolet|3/27/2013
5JHIW69JYRM867606|LAUPAPA ST|saab|11/8/2012
3PYBC52YDND464215|LAUPAPA ST|jaguar|12/12/2012
5OWIW78WQBK866474|LAUPAPA ST|jaguar|11/14/2016
4YHHD57CZKK737679|KAM HWY|alfa-romero|8/31/2013
